MSZoning,LotFrontage,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,2ndFlrSF,GrLivArea,FullBath,KitchenQual,Functional,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,SaleType,SaleCondition
RL,102.0,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,6,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,1326.0,GasA,Ex,Y,SBrkr,0,1326,2,Gd,Typ,0,Gd,Attchd,Fin,2.0,TA,TA,Y,100,0,New,Partial
RL,96.0,Pave,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,8,2004,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,236.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,1052.0,GasA,Ex,Y,SBrkr,1321,2373,2,Gd,Typ,1,Gd,BuiltIn,Fin,3.0,TA,TA,Y,120,46,New,Partial
RL,75.0,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,738.0,GasA,Ex,Y,SBrkr,754,1492,2,Gd,Typ,0,Gd,Attchd,Fin,2.0,TA,TA,Y,100,32,New,Partial
RL,43.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,2006,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,14.0,Gd,TA,PConc,Gd,TA,Av,GLQ,453.0,Unf,1220.0,GasA,Ex,Y,SBrkr,0,1364,2,Gd,Typ,1,Gd,Attchd,Fin,2.0,TA,TA,Y,100,16,New,Partial
RL,68.58035714285714,Pave,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,2002,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,40.0,Gd,TA,PConc,Gd,TA,Av,GLQ,1038.0,Unf,1368.0,GasA,Ex,Y,SBrkr,0,1511,2,Gd,Typ,1,TA,Attchd,Fin,2.0,TA,TA,Y,130,30,WD,Normal
RM,68.58035714285714,Pave,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,2004,2004,Hip,CompShg,VinylSd,VinylSd,BrkFace,18.0,Gd,TA,PConc,Gd,TA,No,GLQ,1059.0,Unf,1365.0,GasA,Ex,Y,SBrkr,0,1548,2,Gd,Typ,1,TA,Attchd,Fin,2.0,TA,TA,Y,143,20,WD,Normal
RL,43.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,14.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,16.0,Unf,1142.0,GasA,Ex,Y,SBrkr,0,1142,2,Gd,Typ,0,Gd,Attchd,Fin,2.0,TA,TA,Y,90,0,New,Partial
RL,59.0,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,2004,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,848.0,GasA,Ex,Y,SBrkr,750,1598,2,Gd,Typ,1,Gd,Attchd,Fin,2.0,TA,TA,Y,100,48,WD,Normal
RL,68.58035714285714,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,2000,2000,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,ALQ,732.0,Unf,982.0,GasA,Ex,Y,SBrkr,881,1889,2,TA,Typ,1,TA,Attchd,Fin,2.0,TA,TA,Y,0,0,WD,Normal
RL,68.58035714285714,Pave,IR1,Lvl,AllPub,FR3,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,1035.0,GasA,Gd,Y,SBrkr,1240,2322,3,Gd,Typ,0,Gd,Attchd,RFn,3.0,TA,TA,Y,400,45,New,Partial
RL,84.0,Pave,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,1998,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,242.0,Gd,TA,PConc,Gd,TA,No,GLQ,791.0,Unf,1044.0,GasA,Ex,Y,SBrkr,897,1976,2,Gd,Typ,1,Ex,Attchd,Fin,3.0,TA,TA,Y,210,31,WD,Normal
RL,83.0,Pave,Reg,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,2000,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,322.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,505.0,Unf,1160.0,GasA,Ex,Y,SBrkr,1029,2234,2,Gd,Typ,1,TA,BuiltIn,RFn,3.0,TA,TA,Y,0,50,WD,Normal
RL,68.58035714285714,Pave,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,9,2000,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,877.0,Gd,TA,PConc,Ex,TA,Av,GLQ,1182.0,Unf,1540.0,GasA,Ex,Y,SBrkr,1315,2855,2,Ex,Typ,1,TA,Attchd,RFn,3.0,TA,TA,Y,247,55,WD,Normal
RL,83.0,Pave,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,1995,1995,Hip,CompShg,VinylSd,VinylSd,BrkFace,397.0,Gd,TA,PConc,Gd,TA,No,ALQ,527.0,Unf,1342.0,GasA,Ex,Y,SBrkr,1368,2726,2,Gd,Typ,1,Ex,Attchd,RFn,3.0,TA,TA,Y,307,169,WD,Normal
RL,114.0,Pave,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,9,1993,1994,Hip,CompShg,MetalSd,MetalSd,BrkFace,738.0,Gd,Gd,PConc,Ex,TA,Gd,Rec,292.0,GLQ,1733.0,GasA,Ex,Y,SBrkr,1567,3500,3,Ex,Typ,1,TA,Attchd,RFn,3.0,TA,TA,Y,870,86,WD,Normal
RL,68.58035714285714,Pave,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,1994,1995,Gable,CompShg,VinylSd,VinylSd,BrkFace,501.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,380.0,BLQ,1290.0,GasA,Ex,Y,SBrkr,1189,2494,2,Gd,Typ,1,TA,Attchd,Fin,3.0,TA,TA,Y,200,95,WD,Normal
RL,68.58035714285714,Pave,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,1993,1993,Gable,CompShg,HdBoard,ImStucc,BrkFace,420.0,Gd,TA,PConc,Gd,TA,No,LwQ,247.0,GLQ,1286.0,GasA,Ex,Y,SBrkr,1234,2799,2,Gd,Typ,1,TA,Attchd,Fin,3.0,TA,TA,Y,432,136,WD,Normal
RL,75.0,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,RRAn,Norm,1Fam,2Story,8,2005,2006,Gable,CompShg,CemntBd,CmentBd,Stone,192.0,Gd,TA,PConc,Gd,Gd,No,Unf,0.0,Unf,1100.0,GasA,Ex,Y,SBrkr,848,1964,2,Gd,Typ,1,Gd,BuiltIn,Fin,2.0,TA,TA,Y,200,70,New,Partial
RL,49.0,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Somerst,RRAn,Norm,1Fam,1Story,8,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Ex,Gd,No,GLQ,1562.0,Unf,1670.0,GasA,Ex,Y,SBrkr,0,1670,2,Gd,Typ,1,Gd,Attchd,RFn,3.0,TA,TA,Y,0,240,New,Partial
RL,85.0,Pave,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Feedr,Norm,1Fam,1Story,8,2006,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,60.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,1504.0,GasA,Ex,Y,SBrkr,0,1504,2,Gd,Typ,0,Gd,Attchd,Fin,2.0,TA,TA,Y,144,0,New,Partial
FV,72.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,24.0,Unf,1278.0,GasA,Ex,Y,SBrkr,0,1278,2,Gd,Typ,0,Gd,Attchd,RFn,2.0,TA,TA,Y,0,60,New,Partial
FV,100.0,Pave,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Feedr,Norm,1Fam,2Story,9,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Ex,TA,No,GLQ,1836.0,Unf,2036.0,GasA,Ex,Y,SBrkr,604,2640,3,Ex,Typ,1,Gd,Attchd,RFn,3.0,TA,TA,Y,0,265,New,Partial
FV,65.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,6,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,858.0,GasA,Ex,Y,SBrkr,858,1716,2,Gd,Typ,0,Gd,Attchd,RFn,2.0,TA,TA,Y,0,53,WD,Normal
RL,74.0,Pave,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,6,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,TA,TA,Mn,GLQ,24.0,Unf,1142.0,GasA,Ex,Y,SBrkr,0,1142,1,Gd,Typ,0,Gd,Attchd,Unf,0.0,TA,TA,Y,4,50,WD,Normal
RL,91.0,Pave,IR1,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,1Fam,1Story,7,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,118.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,1400.0,GasA,Ex,Y,SBrkr,0,1400,2,Gd,Typ,0,Gd,Attchd,RFn,2.0,TA,TA,Y,144,55,New,Partial
RL,63.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,1Story,6,2005,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,1131.0,GasA,Ex,Y,SBrkr,0,1131,1,Gd,Typ,0,Gd,Attchd,Unf,0.0,TA,TA,Y,0,39,New,Partial
RL,65.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,2005,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,172.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,891.0,GasA,Ex,Y,SBrkr,795,1686,2,Gd,Typ,0,Gd,Attchd,Fin,2.0,TA,TA,Y,144,101,WD,Normal
RL,74.0,Pave,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,2005,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,96.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,784.0,GasA,Ex,Y,SBrkr,754,1585,2,Gd,Typ,0,Gd,Attchd,RFn,2.0,TA,TA,Y,100,77,WD,Normal
RL,70.0,Pave,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,1997,1998,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,941.0,GasA,Ex,Y,SBrkr,896,1837,2,TA,Typ,0,Gd,Attchd,RFn,2.0,TA,TA,Y,150,165,WD,Normal
RL,70.0,Pave,IR2,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,1992,1993,Gable,CompShg,HdBoard,HdBoard,None,0.0,Gd,TA,PConc,Gd,TA,No,ALQ,758.0,Unf,836.0,GasA,Ex,Y,SBrkr,887,1731,2,Gd,Typ,0,Gd,Attchd,RFn,2.0,TA,TA,Y,307,85,WD,Family
RL,50.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,TwnhsE,1Story,6,1990,1991,Gable,CompShg,Plywood,Plywood,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,904.0,Unf,1398.0,GasA,Gd,Y,SBrkr,0,1398,2,Gd,Typ,0,Gd,Attchd,RFn,2.0,TA,TA,Y,0,46,WD,Normal
RL,50.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,TwnhsE,1Story,6,1991,1991,Gable,CompShg,Plywood,Plywood,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,278.0,Unf,1217.0,GasA,Gd,Y,SBrkr,0,1217,2,Gd,Typ,0,Gd,Attchd,RFn,2.0,TA,TA,Y,0,64,WD,Normal
RL,68.58035714285714,Pave,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,2Story,6,1994,1994,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,ALQ,274.0,Unf,636.0,GasA,Ex,Y,SBrkr,684,1320,2,Gd,Typ,0,Gd,Attchd,Fin,2.0,TA,TA,Y,0,40,WD,Normal
RL,70.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,RRAe,Norm,1Fam,1Story,5,1962,1962,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,51.0,TA,TA,CBlock,TA,TA,No,LwQ,36.0,Unf,988.0,GasA,Ex,Y,SBrkr,0,988,1,TA,Typ,0,Gd,Detchd,Unf,2.0,TA,TA,Y,0,0,WD,Normal
RM,68.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,RRAe,Norm,Duplex,1.5Fin,6,1977,1977,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,CBlock,TA,TA,No,GLQ,0.0,Unf,0.0,GasA,TA,Y,SBrkr,368,1654,2,TA,Typ,0,Gd,Attchd,RFn,2.0,TA,TA,Y,0,0,WD,Normal
RL,68.58035714285714,Pave,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,1962,2002,Hip,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,612.0,Unf,864.0,GasA,Gd,Y,SBrkr,0,1211,1,TA,Min1,1,TA,Detchd,Unf,2.0,TA,TA,Y,161,0,WD,Normal
RL,68.58035714285714,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,RRNe,Norm,1Fam,1Story,5,1965,1965,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,554.0,Unf,984.0,GasA,TA,Y,SBrkr,0,984,1,TA,Typ,0,Gd,Attchd,Unf,1.0,TA,TA,Y,0,0,WD,Normal
RL,65.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,RRAe,Norm,1Fam,1Story,5,1968,1968,Gable,CompShg,Plywood,Plywood,BrkFace,90.0,TA,TA,CBlock,TA,TA,No,BLQ,162.0,Rec,882.0,GasA,TA,Y,SBrkr,0,909,1,TA,Typ,0,Gd,Attchd,Unf,1.0,TA,TA,Y,0,155,COD,Normal
RL,68.58035714285714,Pave,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,RRAe,Norm,1Fam,1Story,5,1963,1963,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,PConc,TA,TA,No,ALQ,181.0,Unf,925.0,GasA,Gd,Y,SBrkr,0,925,1,TA,Typ,0,Gd,Detchd,Unf,2.0,TA,TA,Y,203,74,WD,Normal
RL,68.58035714285714,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,1965,1965,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,712.0,Unf,1024.0,GasA,TA,Y,SBrkr,0,1024,1,TA,Typ,0,Gd,Attchd,Unf,1.0,TA,TA,Y,0,0,WD,Normal
RL,68.58035714285714,Pave,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,1964,1964,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,644.0,Unf,912.0,GasA,TA,N,SBrkr,0,912,1,TA,Typ,0,Gd,Attchd,Unf,0.0,TA,TA,Y,0,0,WD,Normal
RL,68.58035714285714,Pave,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,1967,1967,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,Mn,Rec,659.0,Unf,912.0,GasA,TA,Y,SBrkr,0,941,1,TA,Typ,1,Po,Attchd,Unf,1.0,TA,TA,Y,64,0,WD,Normal
RL,100.0,Pave,IR1,Low,AllPub,Corner,Gtl,Veenker,Norm,Norm,1Fam,SLvl,7,1974,1974,Gable,CompShg,WdShing,Wd Sdng,BrkFace,145.0,Gd,Fa,CBlock,Gd,TA,Gd,ALQ,1023.0,BLQ,1748.0,GasA,Gd,Y,SBrkr,495,2646,2,Gd,Mod,4,TA,Attchd,RFn,2.0,TA,TA,Y,641,100,WD,Normal
RL,105.0,Pave,Reg,HLS,AllPub,Inside,Mod,NoRidge,Norm,Norm,1Fam,2Story,8,1992,1993,Gable,CompShg,HdBoard,ImStucc,BrkFace,692.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,1118.0,Unf,1334.0,GasA,Ex,Y,SBrkr,1306,2826,2,Gd,Typ,3,TA,Attchd,RFn,3.0,TA,TA,Y,177,208,WD,Normal
FV,34.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,7,2004,2004,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,1143.0,GasA,Ex,Y,SBrkr,0,1143,1,Gd,Typ,1,Gd,Attchd,RFn,2.0,TA,TA,Y,0,191,WD,Normal
FV,24.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,7,2005,2005,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,600.0,GasA,Ex,Y,SBrkr,623,1223,2,Gd,Typ,0,Gd,Detchd,RFn,2.0,TA,TA,Y,0,166,WD,Normal
FV,68.58035714285714,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,6,2000,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,513.0,Gd,TA,PConc,Gd,TA,No,GLQ,353.0,Unf,756.0,GasA,Ex,Y,SBrkr,756,1524,2,Gd,Typ,0,Gd,Detchd,Unf,2.0,TA,TA,Y,0,32,WD,Normal
FV,68.58035714285714,Pave,IR1,Lvl,AllPub,FR2,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,530.0,GasA,Ex,Y,SBrkr,550,1080,2,Gd,Typ,0,Gd,Attchd,RFn,2.0,TA,TA,Y,0,50,WD,Normal
FV,114.0,Pave,IR1,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,1997,1998,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,569.0,GasA,Ex,Y,SBrkr,840,1694,2,Gd,Typ,1,TA,BuiltIn,Unf,1.0,TA,TA,Y,0,382,WD,Normal
FV,60.0,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,2001,2002,Gable,CompShg,CemntBd,CmentBd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,1568.0,GasA,Ex,Y,SBrkr,0,1568,2,Gd,Typ,1,TA,Attchd,RFn,2.0,TA,TA,Y,0,266,WD,Normal
RL,79.0,Pave,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,RRAn,Feedr,2fmCon,1Story,5,1972,1972,Gable,CompShg,Plywood,Plywood,BrkFace,144.0,TA,TA,CBlock,Gd,TA,No,GLQ,962.0,Unf,1153.0,GasA,Ex,Y,SBrkr,0,1193,2,TA,Typ,0,Gd,Attchd,Fin,2.0,TA,TA,Y,140,153,WD,Normal
RL,78.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,RRAn,Norm,1Fam,1Story,7,1967,1967,Hip,CompShg,HdBoard,HdBoard,BrkFace,264.0,TA,TA,CBlock,TA,TA,No,BLQ,553.0,LwQ,1334.0,GasA,Gd,Y,SBrkr,0,1334,2,TA,Typ,0,Gd,Attchd,RFn,2.0,TA,TA,Y,0,20,WD,Normal
RL,80.0,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Feedr,Norm,1Fam,1Story,5,1968,1968,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,758.0,Unf,1051.0,GasA,Gd,Y,SBrkr,0,1051,1,TA,Typ,0,Gd,Attchd,RFn,2.0,TA,TA,Y,0,0,WD,Normal
RL,72.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,2Story,5,1968,1968,Gable,CompShg,HdBoard,HdBoard,BrkFace,300.0,TA,TA,CBlock,Gd,Fa,Mn,ALQ,361.0,Rec,900.0,GasA,Ex,Y,SBrkr,886,1770,1,TA,Typ,0,Gd,Attchd,RFn,2.0,TA,TA,Y,0,60,WD,Normal
RL,78.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,6,1968,2004,Hip,CompShg,HdBoard,HdBoard,BrkFace,203.0,TA,TA,CBlock,TA,TA,Av,ALQ,760.0,Unf,976.0,GasA,TA,Y,SBrkr,0,976,1,Gd,Typ,1,Fa,Attchd,RFn,2.0,TA,TA,Y,94,0,WD,Abnorml
RL,70.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,SFoyer,5,1968,1968,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,Gd,TA,Gd,GLQ,744.0,Unf,833.0,GasA,Gd,Y,SBrkr,0,898,1,TA,Typ,0,Gd,Attchd,RFn,1.0,TA,TA,Y,143,0,WD,Normal
RL,68.58035714285714,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,1966,1966,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,799.0,Unf,1051.0,GasA,TA,Y,SBrkr,0,1051,1,TA,Typ,0,Gd,Attchd,RFn,1.0,TA,TA,Y,182,88,WD,Normal
RL,80.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,5,1967,1967,Gable,CompShg,MetalSd,MetalSd,BrkFace,140.0,TA,TA,PConc,TA,TA,Av,ALQ,602.0,Rec,1141.0,GasA,Gd,Y,SBrkr,0,1141,1,TA,Typ,0,Gd,Attchd,Unf,1.0,TA,TA,Y,0,78,WD,Normal
RL,80.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,RRAn,Norm,2fmCon,1Story,6,1965,2000,Hip,CompShg,BrkFace,VinylSd,None,0.0,TA,Gd,PConc,TA,TA,Mn,ALQ,901.0,BLQ,1187.0,GasA,Ex,Y,SBrkr,0,1565,2,Gd,Min1,2,TA,Attchd,RFn,1.0,TA,TA,Y,200,25,WD,Abnorml
RL,68.58035714285714,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,1964,1964,Hip,CompShg,HdBoard,HdBoard,BrkFace,112.0,TA,TA,CBlock,TA,TA,No,ALQ,260.0,LwQ,1008.0,GasA,Ex,Y,SBrkr,0,1488,1,TA,Typ,1,Gd,Attchd,Fin,2.0,TA,TA,Y,154,60,WD,Normal
RL,85.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,2Story,5,1964,1964,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,360.0,Unf,720.0,GasA,Gd,Y,SBrkr,720,1440,1,TA,Typ,1,Po,Attchd,Fin,2.0,TA,TA,Y,0,32,WD,Normal
RL,80.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,1960,1960,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,88.0,TA,TA,CBlock,TA,TA,No,ALQ,632.0,Unf,1248.0,GasA,Ex,Y,SBrkr,0,1248,1,TA,Typ,0,Gd,Attchd,Unf,1.0,TA,TA,Y,0,0,WD,Normal
RL,60.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,1934,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,574.0,Unf,816.0,GasA,Ex,Y,SBrkr,0,816,1,TA,Typ,1,Fa,Attchd,Unf,1.0,TA,TA,Y,228,0,WD,Normal
RL,68.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,1947,1950,Hip,CompShg,BrkFace,BrkFace,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,938.0,GasA,Ex,Y,SBrkr,0,1043,1,TA,Typ,1,Gd,Detchd,Unf,1.0,TA,TA,Y,125,48,WD,Normal
RL,80.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,1961,1990,Gable,CompShg,WdShing,Wd Shng,None,0.0,TA,TA,CBlock,TA,TA,Mn,BLQ,915.0,Unf,1251.0,GasA,TA,Y,SBrkr,0,1433,1,TA,Min1,1,Gd,Attchd,Unf,2.0,TA,TA,Y,144,0,WD,Normal
RL,89.0,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Feedr,Norm,1Fam,1Story,5,1952,1952,Gable,CompShg,Wd Sdng,Plywood,Stone,150.0,TA,Gd,CBlock,TA,TA,Mn,LwQ,40.0,Unf,1444.0,GasA,Ex,Y,SBrkr,0,1624,1,TA,Min1,1,Gd,Attchd,RFn,1.0,TA,TA,Y,0,40,WD,Partial
RL,80.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,1951,1951,Gable,CompShg,HdBoard,HdBoard,Stone,144.0,TA,TA,CBlock,TA,TA,No,ALQ,996.0,Unf,1056.0,GasA,Ex,Y,FuseA,0,1216,1,TA,Typ,0,Gd,Attchd,RFn,1.0,TA,TA,Y,0,0,WD,Normal
